Solving 9×9 grid using CONSTRAINT PROGRAMMING
Method: OR-Tools CP-SAT (guaranteed optimal)

Testing config 808... → 16.0 tiles
Testing config 809... → 16.0 tiles
Testing config 810... → 16.0 tiles
Testing config 811... → 16.0 tiles
Testing config 812... → 16.0 tiles
Testing config 813... → 16.0 tiles
Testing config 814... → 16.0 tiles
Testing config 815... → 16.0 tiles
Testing config 816... → 16.0 tiles
Testing config 817... → 16.0 tiles
Testing config 818... → 16.0 tiles
Testing config 819... → 16.0 tiles
Testing config 820... → 16.0 tiles
Testing config 821... → 16.0 tiles
Testing config 822... → 16.0 tiles
Testing config 823... → 16.0 tiles
Testing config 824... → 16.0 tiles
Testing config 825... → 16.0 tiles
Testing config 826... → 16.0 tiles
Testing config 827... → 16.0 tiles
Testing config 828... → 15.0 tiles
Testing config 829... → 16.0 tiles
Testing config 830... → 16.0 tiles
Testing config 831... → 15.0 tiles
Testing config 832... → 16.0 tiles
Testing config 833... → 16.0 tiles
Testing config 834... → 16.0 tiles
Testing config 835... → 16.0 tiles
Testing config 836... → 16.0 tiles
Testing config 837... → 16.0 tiles
Testing config 838... → 16.0 tiles
Testing config 839... → 16.0 tiles
Testing config 840... → 16.0 tiles
Testing config 841... → 16.0 tiles
Testing config 842... → 16.0 tiles
Testing config 843... → 16.0 tiles
Testing config 844... → 16.0 tiles
Testing config 845... → 16.0 tiles
Testing config 846... → 16.0 tiles
Testing config 847... → 16.0 tiles
Testing config 848... → 16.0 tiles
Testing config 849... → 16.0 tiles
Testing config 850... → 16.0 tiles
Testing config 851... → 16.0 tiles
Testing config 852... → 15.0 tiles
Testing config 853... → 16.0 tiles
Testing config 854... → 16.0 tiles
Testing config 855... → 15.0 tiles
Testing config 856... → 16.0 tiles
Testing config 857... → 16.0 tiles
Testing config 858... → 16.0 tiles
Testing config 859... → 16.0 tiles
Testing config 860... → 16.0 tiles
Testing config 861... → 16.0 tiles
Testing config 862... → 16.0 tiles
Testing config 863... → 16.0 tiles
Testing config 864... → 16.0 tiles
Testing config 865... → 16.0 tiles
Testing config 866... → 16.0 tiles
Testing config 867... → 16.0 tiles
Testing config 868... → 16.0 tiles
Testing config 869... → 16.0 tiles
Testing config 870... → 16.0 tiles
Testing config 871... → 16.0 tiles
Testing config 872... → 16.0 tiles
Testing config 873... → 16.0 tiles
Testing config 874... → 16.0 tiles
Testing config 875... → 16.0 tiles
Testing config 876... → 15.0 tiles
Testing config 877... → 16.0 tiles
Testing config 878... → 15.0 tiles
Testing config 879... → 16.0 tiles
Testing config 880... → 16.0 tiles
Testing config 881... → 16.0 tiles
Testing config 882... → 15.0 tiles
Testing config 883... → 16.0 tiles
Testing config 884... → 15.0 tiles
Testing config 885... → 15.0 tiles
Testing config 886... → 16.0 tiles
Testing config 887... → 16.0 tiles
Testing config 888... → 15.0 tiles
Testing config 889... → 16.0 tiles
Testing config 890... → 15.0 tiles
Testing config 891... → 15.0 tiles
Testing config 892... → 16.0 tiles
Testing config 893... → 16.0 tiles
Testing config 894... → 16.0 tiles
Testing config 895... → 16.0 tiles
Testing config 896... → 16.0 tiles
Testing config 897... → 16.0 tiles
Testing config 898... → 16.0 tiles
Testing config 899... → 16.0 tiles
Testing config 900... → 15.0 tiles
Testing config 901... → 16.0 tiles
Testing config 902... → 15.0 tiles
Testing config 903... → 16.0 tiles
Testing config 904... → 16.0 tiles
Testing config 905... → 16.0 tiles
Testing config 906... → 15.0 tiles
Testing config 907... → 16.0 tiles
Testing config 908... → 14.0 tiles
Testing config 909... → 15.0 tiles
Testing config 910... → 15.0 tiles
Testing config 911... → 15.0 tiles
Testing config 912... → 15.0 tiles
Testing config 913... → 16.0 tiles
Testing config 914... → 15.0 tiles
Testing config 915... → 15.0 tiles
Testing config 916... → 15.0 tiles
Testing config 917... → 15.0 tiles
Testing config 918... → 16.0 tiles
Testing config 919... → 16.0 tiles
Testing config 920... → 16.0 tiles
Testing config 921... → 15.0 tiles
Testing config 922... → 16.0 tiles
Testing config 923... → 16.0 tiles
Testing config 924... → 16.0 tiles
Testing config 925... → 15.0 tiles
Testing config 926... → 15.0 tiles
Testing config 927... → 16.0 tiles
Testing config 928... → 16.0 tiles
Testing config 929... → 16.0 tiles
Testing config 930... → 15.0 tiles
Testing config 931... → 16.0 tiles
Testing config 932... → 15.0 tiles
Testing config 933... → 15.0 tiles
Testing config 934... → 16.0 tiles
Testing config 935... → 16.0 tiles
Testing config 936... → 15.0 tiles
Testing config 937... → 16.0 tiles
Testing config 938... → 15.0 tiles
Testing config 939... → 15.0 tiles
Testing config 940... → 15.0 tiles
Testing config 941... → 15.0 tiles
Testing config 942... → 15.0 tiles
Testing config 943... → 15.0 tiles
Testing config 944... → 16.0 tiles
Testing config 945... → 16.0 tiles
Testing config 946... → 16.0 tiles
Testing config 947... → 16.0 tiles
Testing config 948... → 15.0 tiles
Testing config 949... → 16.0 tiles
Testing config 950... → 15.0 tiles
Testing config 951... → 16.0 tiles
Testing config 952... → 16.0 tiles
Testing config 953... → 16.0 tiles
Testing config 954... → 15.0 tiles
Testing config 955... → 16.0 tiles
Testing config 956... → 15.0 tiles
Testing config 957... → 15.0 tiles
Testing config 958... → 16.0 tiles
Testing config 959... → 16.0 tiles
Testing config 960... → 15.0 tiles
Testing config 961... → 16.0 tiles
Testing config 962... → 15.0 tiles
Testing config 963... → 15.0 tiles
Testing config 964... → 15.0 tiles
Testing config 965... → 15.0 tiles
Testing config 966... → 15.0 tiles
Testing config 967... → 15.0 tiles
Testing config 968... → 16.0 tiles
Testing config 969... → 16.0 tiles
Testing config 970... → 16.0 tiles
Testing config 971... → 16.0 tiles
Testing config 972... → 15.0 tiles
Testing config 973... → 16.0 tiles
Testing config 974... → 16.0 tiles
Testing config 975... → 16.0 tiles
Testing config 976... → 16.0 tiles
Testing config 977... → 16.0 tiles
Testing config 978... → 16.0 tiles
Testing config 979... → 16.0 tiles
Testing config 980... → 16.0 tiles
Testing config 981... → 16.0 tiles
Testing config 982... → 16.0 tiles
Testing config 983... → 16.0 tiles
Testing config 984... → 16.0 tiles
Testing config 985... → 16.0 tiles
Testing config 986... → 16.0 tiles
Testing config 987... → 16.0 tiles
Testing config 988... → 16.0 tiles
Testing config 989... → 16.0 tiles
Testing config 990... → 16.0 tiles
Testing config 991... → 16.0 tiles
Testing config 992... → 16.0 tiles
Testing config 993... → 16.0 tiles
Testing config 994... → 16.0 tiles
Testing config 995... → 16.0 tiles
Testing config 996... → 15.0 tiles
Testing config 997... → 16.0 tiles
Testing config 998... → 15.0 tiles
Testing config 999... → 16.0 tiles
Testing config 1000... → 16.0 tiles
Testing config 1001... → 16.0 tiles
Testing config 1002... → 15.0 tiles
Testing config 1003... → 16.0 tiles
Testing config 1004... → 15.0 tiles
Testing config 1005... → 15.0 tiles
Testing config 1006... → 16.0 tiles
Testing config 1007... → 16.0 tiles
Testing config 1008... → 15.0 tiles
Testing config 1009... → 16.0 tiles
Testing config 1010... → 15.0 tiles
Testing config 1011... → 15.0 tiles
Testing config 1012... → 16.0 tiles
Testing config 1013... → 16.0 tiles
Testing config 1014... → 16.0 tiles
Testing config 1015... → 16.0 tiles
Testing config 1016... → 16.0 tiles
Testing config 1017... → 16.0 tiles
Testing config 1018... → 16.0 tiles
Testing config 1019... → 16.0 tiles
Testing config 1020... → 15.0 tiles
Testing config 1021... → 16.0 tiles
Testing config 1022... → 15.0 tiles
Testing config 1023... → 16.0 tiles
Testing config 1024... → 16.0 tiles
Testing config 1025... → 16.0 tiles
Testing config 1026... → 15.0 tiles
Testing config 1027... → 16.0 tiles
Testing config 1028... → 14.0 tiles
Testing config 1029... → 15.0 tiles
Testing config 1030... → 15.0 tiles
Testing config 1031... → 15.0 tiles
Testing config 1032... → 15.0 tiles
Testing config 1033... → 16.0 tiles
Testing config 1034... → 14.0 tiles
Testing config 1035... → 15.0 tiles
Testing config 1036... → 15.0 tiles
Testing config 1037... → 15.0 tiles
Testing config 1038... → 15.0 tiles
Testing config 1039... → 16.0 tiles
Testing config 1040... → 15.0 tiles
Testing config 1041... → 16.0 tiles
Testing config 1042... → 15.0 tiles
Testing config 1043... → 15.0 tiles
Testing config 1044... → 15.0 tiles
Testing config 1045... → 16.0 tiles
Testing config 1046... → 15.0 tiles
Testing config 1047... → 16.0 tiles
Testing config 1048... → 16.0 tiles
Testing config 1049... → 16.0 tiles
Testing config 1050... → 15.0 tiles
Testing config 1051... → 16.0 tiles
Testing config 1052... → 14.0 tiles
Testing config 1053... → 15.0 tiles
Testing config 1054... → 15.0 tiles
Testing config 1055... → 15.0 tiles
Testing config 1056... → 15.0 tiles
Testing config 1057... → 16.0 tiles
Testing config 1058... → 14.0 tiles
Testing config 1059... → 14.0 tiles
Testing config 1060... → 15.0 tiles
Testing config 1061... → 15.0 tiles
Testing config 1062... → 15.0 tiles
Testing config 1063... → 15.0 tiles
Testing config 1064... → 15.0 tiles
Testing config 1065... → 15.0 tiles
Testing config 1066... → 15.0 tiles
Testing config 1067... → 15.0 tiles
Testing config 1068... → 14.0 tiles
Testing config 1069... → 15.0 tiles
Testing config 1070... → 15.0 tiles
Testing config 1071... → 16.0 tiles
Testing config 1072... → 16.0 tiles
Testing config 1073... → 16.0 tiles
Testing config 1074... → 15.0 tiles
Testing config 1075... → 16.0 tiles
Testing config 1076... → 14.0 tiles
Testing config 1077... → 15.0 tiles
Testing config 1078... → 15.0 tiles
Testing config 1079... → 15.0 tiles
Testing config 1080... → 15.0 tiles
Testing config 1081... → 16.0 tiles
Testing config 1082... → 15.0 tiles
Testing config 1083... → 15.0 tiles
Testing config 1084... → 15.0 tiles
Testing config 1085... → 15.0 tiles
Testing config 1086... → 15.0 tiles
Testing config 1087... → 15.0 tiles
Testing config 1088... → 15.0 tiles
Testing config 1089... → 15.0 tiles
Testing config 1090... → 15.0 tiles
Testing config 1091... → 15.0 tiles
Testing config 1092... → 14.0 tiles
Testing config 1093... → 15.0 tiles
Testing config 1094... → 16.0 tiles
Testing config 1095... → 15.0 tiles
Testing config 1096... → 16.0 tiles
Testing config 1097... → 16.0 tiles
Testing config 1098... → 16.0 tiles
Testing config 1099... → 16.0 tiles
Testing config 1100... → 16.0 tiles
Testing config 1101... → 16.0 tiles
Testing config 1102... → 16.0 tiles
Testing config 1103... → 16.0 tiles
Testing config 1104... → 16.0 tiles
Testing config 1105... → 16.0 tiles
Testing config 1106... → 16.0 tiles
Testing config 1107... → 16.0 tiles
Testing config 1108... → 15.0 tiles
Testing config 1109... → 15.0 tiles
Testing config 1110... → 16.0 tiles
Testing config 1111... → 15.0 tiles
Testing config 1112... → 16.0 tiles
Testing config 1113... → 16.0 tiles
Testing config 1114... → 16.0 tiles
Testing config 1115... → 16.0 tiles
Testing config 1116... → 15.0 tiles
Testing config 1117... → 16.0 tiles
Testing config 1118... → 16.0 tiles
Testing config 1119... → 15.0 tiles
Testing config 1120... → 15.0 tiles
Testing config 1121... → 15.0 tiles
Testing config 1122... → 16.0 tiles
Testing config 1123... → 15.0 tiles
Testing config 1124... → 15.0 tiles
Testing config 1125... → 15.0 tiles
Testing config 1126... → 16.0 tiles
Testing config 1127... → 16.0 tiles
Testing config 1128... → 16.0 tiles
Testing config 1129... → 15.0 tiles
Testing config 1130... → 15.0 tiles
Testing config 1131... → 15.0 tiles
Testing config 1132... → 16.0 tiles
Testing config 1133... → 16.0 tiles
Testing config 1134... → 16.0 tiles
Testing config 1135... → 16.0 tiles
Testing config 1136... → 16.0 tiles
Testing config 1137... → 16.0 tiles
Testing config 1138... → 16.0 tiles
Testing config 1139... → 16.0 tiles
Testing config 1140... → 15.0 tiles
Testing config 1141... → 16.0 tiles
Testing config 1142... → 15.0 tiles
Testing config 1143... → 16.0 tiles
Testing config 1144... → 16.0 tiles
Testing config 1145... → 16.0 tiles
Testing config 1146... → 15.0 tiles
Testing config 1147... → 16.0 tiles
Testing config 1148... → 14.0 tiles
Testing config 1149... → 15.0 tiles
Testing config 1150... → 15.0 tiles
Testing config 1151... → 15.0 tiles
Testing config 1152... → 15.0 tiles
Testing config 1153... → 16.0 tiles
Testing config 1154... → 15.0 tiles
Testing config 1155... → 15.0 tiles
Testing config 1156... → 15.0 tiles
Testing config 1157... → 15.0 tiles
Testing config 1158... → 16.0 tiles
Testing config 1159... → 16.0 tiles
Testing config 1160... → 16.0 tiles
Testing config 1161... → 15.0 tiles
Testing config 1162... → 16.0 tiles
Testing config 1163... → 16.0 tiles
Testing config 1164... → 16.0 tiles
Testing config 1165... → 15.0 tiles
Testing config 1166... → 15.0 tiles
Testing config 1167... → 16.0 tiles
Testing config 1168... → 16.0 tiles
Testing config 1169... → 16.0 tiles
Testing config 1170... → 15.0 tiles
Testing config 1171... → 16.0 tiles
Testing config 1172... → 15.0 tiles
Testing config 1173... → 15.0 tiles
Testing config 1174... → 16.0 tiles
Testing config 1175... → 16.0 tiles
Testing config 1176... → 15.0 tiles
Testing config 1177... → 16.0 tiles
Testing config 1178... → 14.0 tiles
Testing config 1179... → 15.0 tiles
Testing config 1180... → 14.0 tiles
Testing config 1181... → 14.0 tiles
Testing config 1182... → 15.0 tiles
Testing config 1183... → 15.0 tiles
Testing config 1184... → 15.0 tiles
Testing config 1185... → 16.0 tiles
Testing config 1186... → 15.0 tiles
Testing config 1187... → 15.0 tiles
Testing config 1188... → 16.0 tiles
Testing config 1189... → 16.0 tiles
Testing config 1190... → 14.0 tiles
Testing config 1191... → 15.0 tiles
Testing config 1192... → 15.0 tiles
Testing config 1193... → 15.0 tiles
Testing config 1194... → 14.0 tiles
Testing config 1195... → 15.0 tiles
Testing config 1196... → 15.0 tiles
Testing config 1197... → 15.0 tiles
Testing config 1198... → 16.0 tiles
Testing config 1199... → 16.0 tiles
Testing config 1200... → 15.0 tiles
Testing config 1201... → 16.0 tiles
Testing config 1202... → 15.0 tiles
Testing config 1203... → 15.0 tiles
Testing config 1204... → 15.0 tiles
Testing config 1205... → 15.0 tiles
Testing config 1206... → 15.0 tiles
Testing config 1207... → 15.0 tiles
Testing config 1208... → 15.0 tiles
Testing config 1209... → 15.0 tiles
